Content;Label
'I have no doubt that God hears everybodys prayers. However, He does things His way, i.e. things will happen only if it is His will.  Now if the question really is "Does God grant everybodys wishes ?" then youll get a brutal shot of reality similar to when you didnt get that toy you wanted for Christmas. You just cannot expect to get everything you want in this world.  --';3
'Undoubtedly it does, to maintain such a weight.  And it does so primarily by overeating.  If it didnt, the weight would drop back to normal.   --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | "Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."';2
'J> YOU BLASHEPHEMERS!!! YOU WILL ALL GO TO HELL FOR NOT BELIEVING IN GOD!!!!  BE J> PREPARED FOR YOUR ETERNAL DAMNATION!!!  Hmm, Ive got my MST3K lunch box, my travel scrabble, and a couple of kegs of Bass Ale.  Im all set!  Lets go everybody!';0
'HEAR HEAR!!!   REALLY? i thought that the reason it was 42 was that it is REALLY 24, but written as 42 so that on Intel chips you could get the proper value :)  -pete  help stomp out the endian wars... break some eggs on their sides!';1
'I disagree with your claim that Jews were not evangelistic (except in the narrow sense of the word).  Jewish proselytism was widespread. There are numerous accounts of Jewish proselytism, both in the New Testament and in Roman and Greek documents of the day.';3
'You probably need an X server running on top of MS DOS.  I use Desqview/X but any MS-DOS X server should do.  --';1
': 	Nice cop out bill.  Im sure youre right, but I have no idea to what you refer. Would you mind explaining how I copped out?';0
'Darren> In an earlier article, I explained that what many people find Darren> arrogant about Christians is that some Christians profess Darren> absolute certainty about their beliefs and doctrines.  and  Darren> In short, the problem is that no matter how good your sources Darren> are, if any part of your doctrines or beliefs rest on your own Darren> thinking and reasoning, then those doctrines are suspect.  The point that Darren raises is a very Lutheran viewpoint.   While reason is a gift from God, it is also infected by sin. Yet we do not reject reason entirely--and neither, I think,  does Darren.  We need reason, as Darren himself has pointed out, to comprehend Gods revelation of himself in the Bible. But reason alone is not sufficient to comprehend and believe the Word.  We need, first and foremost, faith.  For "the sinful mind is hostile to God.  It does not submit to Gods law, *nor can it do so*"  (Romans 8:7).  Luther accepted Scripture as the sole means of revelation ("Sola Scriptura"), but accepted the necessity of the use of reason (with faith) in comprehending that revelation. Yet Luther also said, regarding baptism, "But mad reason rushes forth, and, because Baptism is not dazzling like the works which we do, regards it as worthless." (Large Catechism, Fourth part, Baptism).  To make matters more complicated, Luther was the sort of theologian that many  people would describe as an `absolutist.  Ive seen him  described as a `take no prisoners theologian.  We might conclude, given these observations, that Luther was inconsistent or mad.  And surely at least some have come to that conclusion.  But it might be useful to recall that Jesus was also called mad.  And Peter felt compelled to defend himself and the apostles against a charge of drunkenness on Pentecost.  So we as Christians ought to be careful about rejecting Luther (or others)  as mad.  Rather, we should imitate the Bereans, who examined the Scriptures every day to see if what Paul said was true (Acts 17:11).  The basis for the confidence with which Luther, Peter, Paul, and many others preached the gospel was not just reason, but faith and the Holy Spirit.  This is not faith divorced from reason, but a faith that guides, informs, and uses reason.  The Spirit enables us to know the truth and to proclaim it boldly.  God does not want us to preach the message that "I think that Jesus might have risen from the dead" but rather "I know that my redeemer lives!"  (Job 19:25).  The Christian does not side with Pilate in saying "What is truth?" but rather follows Christ, who said, "In fact, for this reason I was born, and for this I came into the world, to testify to the truth.  Everyone on the side of truth listens to me" (John 18:37).  We can know the truth because God has promised us that we can know the truth.  Jesus said, "If you hold to my teachings, you are really my disciples.  Then you will know the truth, and the truth will set you free" (John 8:31,32).  The Proverbs urge us "Buy the truth, and do not sell it." (Pr 23:23). The Psalmist prayed "Do not snatch to word of truth from my mouth" (Ps 119:43).  Evidently he believed that the word of truth was in fact `in his mouth.    Yet we do indeed appear arrogant if our claim to the truth is motivated by self-glorification.  But if we present the truth as the teachings of Scripture, revealed by the  Spirit, and not our own invention, and if we stand ready to be proved wrong on the basis of Scripture, as Luther did, then we are not arrogant, but humble.  We should humbly trust in Gods promise of truth, just as we trust in his promise of forgiveness.  REXLEX> It is only because of Gods own revelation that we can be  REXLEX> absolute about a thing.  Darren> But how far does that get you?  Once Gods revelation stops, Darren> and your own reasoning begins, possibility for error appears.  I agree that we must make a distinction between the clear teachings of Scripture, and the products of our own reason--even when such reasoning is based on Scripture.  However I think I would draw the line of distinction more `reasonably  :-)  and less `academically than you would.  Darren> For example, lets suppose that our modern Bible translations Darren> include a perfect rendering of Jesus words at the Last Supper, Darren> and that Jesus said, exactly, "This is my body."  Darren> Well presume that what he said was totally without error and Darren> absolutely true.  What can we be certain of?  Not much.  Darren> At the moment he stops speaking, and people start Darren> interpreting, the possibility of error appears.  Did he mean Darren> that literally or not?  We do not have any record that he Darren> elaborated on the words.  Was he thinking of Tran- or Con- Darren> substantiation?  He didnt say.   Darren is almost at the point of making a very Lutheran statement about the Lords supper.  The Lutheran approach is to say that if Jesus said, "This is my body," then that is what we should believe.  Other interpretations are rejected simply because they are not taught in Scripture.  Recall that Jesus words do not stand alone on this subject.  We also have Pauls words in 1 Corinthians 11:17-34,--in which he passed on to us, what he received from the Lord.  In particular he said, "For whenever you eat this bread and drink this cup, you proclaim the Lords death until he comes."  By these words we should believe that the bread that we eat in the Lords Supper really is bread (as well as the Lords body)--as our senses in fact tell us.  Does this *prove* that tran-substantiation is false?  I suppose someone could say that Paul spoke metaphorically of the Lords body as bread, simply because that is the way the body appears when we eat it.  But this thought is found nowhere in Scripture.  So we reject it.  Thus the primary reason for rejecting tran-substantiation is not that we can prove it false, but that it is simply not found in Scripture.  [side remark] Ive been told that the Lutheran doctrine on real presence is con-substantiation.  But it has been non-Lutherans who have told me this.  We tend not to use the word.  I almost think that this is used more by professors of comparative religion, who need labels to compare Catholic, Lutheran and Reformed teachings on the Lords Supper.  But almost every church wants to call their own teaching "real presence" because that was the traditional teaching of  the church. [end side remark]  Darren> When Christians speak as if they believe their own reasoning Darren> can never lead them astray -- when we implicitly claim that we Darren> are infallible -- the non- Christians around us rarely believe Darren> that implicit claim.  Witnessing is hardly going to work when Darren> the person you are talking to believes that you are either too Darren> foolish to recognise your own limits, or intentionally trying Darren> to cover them up.  This is precisely why Christians should not rely on rationalizations in their witnessing.  It is far better to take the approach, "Id like to show you what Scripture says.  You decide for  yourself whether to believe it or not."  Darren> `REXLEX suggested that people read _He is There and He is Not Darren> Silent_, by Francis Schaeffer.  I didnt think very highly of Darren> it, but I think that Mr Schaeffer is grossly overrated by many Darren> Evangelical Christians.  Somebody else might like it, though, Darren> so dont let my opinion stop you from reading it.  Darren> If someone is interested in my opinion, Id suggest _On Darren> Certainty_, by Ludwig Wittgenstein.  As long as were trading references, Id like to suggest Dr. Siegbert Beckers paperback, "The Foolishness of God: The place of reason in Lutheran theology," published by Northwestern Publishing House. This book was based on Beckers doctoral thesis at the University of Chicago.';3
'Ive recently got hold of a PC with an S3 card in it, and Id like to do some C programming with it, are there any libraries out there that will let me access the high resolution modes available via Borland Turbo C?';1
'Hi Noel,  Ive made some attempts to write a converter that reads Adobe Type 1 fonts, triangulates them, bevelizes them and extrudes them to result in a generic 3d object which could be used with PoV f.i.  The problem Im currently stuck on is that theres no algorithm which triangulates any arbitrary polygonal shape. Delaunay seems to be limited to convex hulls. Constrained delaunay may be okay, but I have no code example of how to do it.  Another way to do the bartman may be  - TGA2POV - A selfmade variation of this, using heightfields.    Create a b/w picture (BIG) of the text you need, f.i. using a PostScript   previewer. Then, use this as a heightfield. If it is white on black,   the heightfield is exactly the images white parts (its still open   on the backside). To close it, mirror it and compound it with the original.  Example:  object {    union {       height_field { gif "abp2.gif" }       height_field { gif "abp2.gif" scale <1 -1 1>}    }    texture {       Glass    }    translate <-0.5 0 -0.5>      //center    rotate <-90 0 0>             // rotate upwards    scale  <10 5 100>            // scale bigger and thicker    translate <0 2 0>            // final placement }   abp2.gif is a GIF of arbitrary size containing "ABP" black on white in Times-Roman 256 points.';1
'For those who are interested in Ray Traced pictures, there is a nice example on alt.binaries.pictures.misc. The file is called Poolball.gif. It shows a pooltable with... YES! ... poolballs! Resolution: 1024x768,  colours: 256 (only). The TGA (24 bit) version is also available, but a bit big (2.4Mb) to post. The picture is created with POV-ray.     Enjoy!   _Gerco_ __cgschot@cs.ruu.nl__';1
'Ive had exactly the same problems in Aldus Freehand.  I think autotracing is one of those "features" that barely works, but everybody feels compelled to throw it in because the other guys are doing it.  :)';1
'I assume you are posting to encourage comments - how much history has Tony Campello read?  Not much it seems.    It is good to hear that there are a few reasonable Christians about. If only those christian "scientists" would take note.  (In Australia there is a very strong movement, a bunch of christian  scientists who believe that every single event in the bible is exactly true, and that there is a rational explanation for it all that can be justified by using the laws of physics.  For example, there are a few chaps who are  trying to prove that the age of the universe is 6000 years old, and that the error in conventional calculations is the result of the fact that the speed  light has been rapidly decaying over the years, and this has not been  accounted for. :-] )   Or (of course), that he never existed, and the bible was a story, and was never  intended to become a manifesto for a billion people.  Did Tony follow that one up?   Millions of people have "died for a lie".  This  point is difficult to  substantiate since it is not well defined (a great many religious arguments work in that way), but consider the many Aztec warriors who sacrificed  themselves to their gods in the belief that this act would bring them victory of the Spanish invaders.  The list is endless.  The Aztecs lost, BTW.     That is perfectly reasonable, but it is not grounds for me (or anyone) to become a christian.  More to the point, it does not add weight to the claim that Jesus was the "real thing".    Have you ever seen a documentary about the rise of Nazi Germany?  More to the point, did Tony mention this?  One could hardly call Werner Heisenberg and his many colleagues  fools, or  illogical men, their support of Hitler was based  (I presume) upon an emotional issue rather than a rational agreement with  his principles.  Obviously my argument is invalid if Tony thought that Hitler was sane....      Hmmm.... I dont think his arguments warrant the use of a "Therefore..."   This is (unfortunately) what alot of religious discussions I have had with people result in - quoting the bible.  The only reasonable way I think people can look at the bible is to treat the stories as some sort of metaphorical representation of the messages that the authors were trying to present.  If someone tries to interpret parts of the bible literally, he or she will end up in all sorts of shit.     Tonys argument would be perfectly reasonable for people who believe the events described in the bible took place, but to convince someone,  who thinks the bible is total fiction, that Jesus is real by quoting the book is totally pointless.  For example, in mathematics you cannot say "a is equal to b because a is equal to b".       That would possibly explain why there have so many people being killed  in religious wars, and why there are hundreds of different versions all claiming to be correct.    It   I think if you posted this part to alt.religion you would get more flames than here :-).  I have never really understood why the emotional sentiments of a stranger should be of interest to other people.   Someone famous said that there two evils in life, polititians and churchs, one rules by fear of the living, the other by fear of the dead.  If I am pressed I could probably find the exact quotation.';0
'Im looking for graphics (clipart, bmp, gif...) of anything relating to ophthalmology (I know its a weird request). Anything such as eyeglasses,  contact lenses, eyes...would be greatly appreciated. Thanks.';1
'I was wondering if anyone had any information about Molluscous contagiosem. I acquired it, and fortunately got rid of it, but the question still lingers in my mind: Where did it come from?  The little bit of info that I have  received about it in the past states that it can be transmitted sexually, but also occurs in small children on the hands, feet and genitalia.  Any information will be greatly appreciated.    "I grow old, I grow old; I shall wear my trousers rolled."';2
'Did I claim that there was an absolute morality, or just an objective one?';0
'More correctly: when people die, they cease to exist.     The idea Ive gotten is that to christians, Hell is -- like Heaven --  afterlife; i.e, you dont cease to exist, but are subjected to eternal   torture (well, thats the orthodox idea anyway; "eternal death" if you  prefer that). Atheists dont believe in any sort of afterlife.    I think its safe to say that Hell was never intended metaphorical. Certainly  not the equivalent of ceasing to exist. Some christian concepts are indeed  metaphors, but your idea of Hell is a 20th century interpretation. It is, of  course, nice to see that even christianity might evolve to fit the worldview   of modern age, but I fear the church will not accept it. Understandably, per-  haps, because if you accept that Hell is a metaphor, then youre one step  closer to turning God into a metaphor as well.';3
'We will be holding a bake and craft sale at Communiversity in Princeton on   Nassau Street, Saturday April 24th 12-4 p.m. to benefit the Recurrent   Respiratory Papillomatosis Foundation, a nonprofit foundation established to   encourage research toward a cure for Recurrent Respiratory Papillomatosis.  Our   three year old daughter suffers from this disease.  Below is a press release   that appeared in local newspapers.  Hope you can join us.   On Saturday, April 24 as part of Communiversity in Princeton, a local family   will be having a bake and craft sale to raise money for and create public   awareness about a rare disease called Recurrent Respiratory Papillomatosis.  Bill and Marlene Sterns daughter Lindsay is afflicted with this disease   characterized by tumors attacking the inside of the larynx, vocal cords and   trachea.  Caused by a virus, the tumors grow, block the air passages and would   lead to death from suffocation without continual surgery to remove the growths.    Three year old Lindsay has undergone 11 operations thus far since her diagnosis   last year and faces the prospect of over a hundred operations throughout her   lifetime.    Even though the disease is hardly a household word, it has affected the lives   of enough people to inspire the formation of the Recurrent Respiratory   Papillomatosis Foundation,  a non-profit foundation whose goals are to provide   support for patients and families by networking patients and publishing a   newsletter, enhance  awareness of RRP at the local and national level, and aid   in the prevention, cure, and treatment.  Since medical researchers know that the virus causing the disease is similar to   those viruses causing warts, they feel a cure would be within reach if money   were available for research.  Because RRP is rare, it not only gets scant   attention but also paltry funds to search for a cure.  Part of the RRP   Foundations mission is to change that.   Anyone interested in contributing items to the bake and craft sale, please call   Marlene or Bill at 609-890-0502.  Monetary donations can be made at the   Foundations booth during Communiversity, April 24th, 12 to 4 p.m., in downtown   Princeton, or sent directly to:';2
'jubilee, Pope >Leo the 12th had a medallion cast with his own image on one side and on >the other side, the Church of Rome symbolized as a "Woman, holding in >her left hand a cross, and in her right a cup with legend around her, >Sedet super universum,  The whole world is her seat."  	You read more into the medal than it is worth.  The Woman is the Church.  Catholics have always called our Church "Holy Mother Church" and our "Mother."  An example would be from St. Cyprian of Carthage, who wrote in 251 AD, "Can anyone have God for his Father, who does not have the Church for his mother?" 	Hence the image of the Church as a woman, holding a Cross and a Cup, which tell of the Crucifxition of Our Lord, and of the power of His Blood (the grail legend, but also, more significantly, it shows that "This is the Cup of the New Covenant in my blood, which shall be shed for you and for many." (Luke 22.20), the Cup represents the New Covenant and holds the blood of redemption).  The fact that the woman is holding both and is said to have the whole world for her seat, is that the Catholic Church is catholic, that is universal, and is found throughout the world, and the Church shows the Crucifixtion and applies the blood of redemption to all mankind by this spread of hers, thorugh which the Holy Sacrafice of the Mass, can be said and celebrated in all the nations as Malachi predicted in Malachi 1.11, "From the rising of the sun to its setting, my name is great among the gentiles, and everywhere there is sacrafice, and there is offered to my Name a clean oblation, for my Name is great among the gentiles, says the Lord of hosts."  And so we acknowledge what St. Paul wrote "For as often as you eat this bread and drink this cup, you show the Lords death until he comes." (1 Corinthians 11.26)  	You are quite right about the identification of "Babylon the Great, Mother of all Harlots" with Rome.  I think we simply disagree as to what time period of Rome the Apostle John is talking about.';3
'Short of changes by the feds, there is no way.  Codeine alone is very difficult to prescribe without a lot of hassles.  Tylenol #3 is the best compromise.  That way he can get refills.  The amount of acetominophen he is getting with his codeine wont hurt him any.  --  ---------------------------------------------------------------------------- Gordon Banks  N3JXP      | "Skepticism is the chastity of the intellect, and geb@cadre.dsl.pitt.edu   |  it is shameful to surrender it too soon."';2
'Sorry, I dont follow your reasoning.  You are proposing to punish people *before* they commit a crime?  What justification do you have for this?';0
'Hi!...   I am searching for packages that could handle Multi-page GIF files...      Are there any on some ftp servers?  Ill appreciate one which works on PC (either on DOS or Windows 3.0/3.1). But any package works on Unix will be OK..';1
'Purists often distinguish between "true" clubbing and "pseudo" clubbing, the difference being that with "true" clubbing the angle of the nail when viewed from the side is constantly negative when proceeding distally (towards the fingertip). With "pseudo" clubbing, the angle is initially positive, then negative, which is the normal situation. "Real" internists can talk for hours about clubbing. Im limited to a couple of minutes.  Whether this distinction has anything to do with reality is entirely unclear, but it is one of those things that internists love to paw over during rounds. Supposedly, only "true" clubbing is associated with disease. The problem is that the list of diseases associated with clubbing is quite long, and includes both congenital conditions and acquired disease. Since many of these diseases are associated with cardiopulmonary problems leading to right to left shunts and chronic hypoxemia, it is very reasonable to get a chest xray. However, many of the  congenital abnormalities would only be diagnosed with a cardiac catheterization.   The cause of clubbing is unclear, but presumably relates to some factor causing blood vessels in the distal fingertip to dilate abnormally.   Clubbing is one of those things from an examination which is a tipoff to do more extensive examination. Often, however, the cause of the clubbing is quite apparent.';2
'I agree.  Where in the Gospels does Jesus advocate any of the actions you mention?    I couldnt find "witch" or "sorceress" in my concordance.  Is there something in the Epistles about witches?  (Im still working my way through the Gospels.)  JJ';3
'Ive recently listened to a tape by Dr. Stanislaw Burzynski, in which he  claims to have discovered a series naturally occuring peptides with anti- cancer properties that he names antineoplastons.  Burzynski says that his  work has met with hostility in the United States, despite the favorable  responses of his subjects during clinical trials.  What is the generally accepted opinion of Dr. Burzynskis research?  He  paints himself as a lone researcher with a new breakthrough battling an  intolerant medical establishment, but I have no basis from which to judge  his claims.  Two weeks ago, however, I read that the NIHs Department of  Alternative Medicine has decided to focus their attention on Burzynskis  work.  Their budget is so small that I imagine they wouldnt investigate a  treatment that didnt seem promising.  Any opinions on Burzynskis antineoplastons or information about the current  status of his research would be appreciated.';2
'Jeff,   If you have time to type it in Id love to have the reference for that paper!  thanks!  --  kathleen richards   email:  karicha@eis.calstate.edu';2
'however, the word "pa^ques" in french _is_ the word for easter.  ask any francophone, whether from quebec or from paris.  besides, havent you heard of the phrase "the paschal lamb" (meaning jesus)?  sorry to nitpick on the more trivial part of this thread....';3
'For the Lord Himself will descend from Heaven with a shout, with the voice of an archangel, and with the trumpet of God. And the dead in Christ will rise first. Then we who are alive and remain will be caught up together to meet the Lord in the air. And thus we shall always be with the Lord.';3
'I think it was Lewis who said that in a wedding, its the principals   that marry each other; the church and the state are present merely as   witnesses.  ------------------------------------------------------------ Rob Steele                 In coming to understand anything  MIT Lincoln Laboratory    we are rejecting the facts as they 244 Wood St., M-203       are for us in favour of the facts Lexington, MA  02173      as they are.     617/981-2575                              C.S. Lewis';3
'Im not surprised that you see no wisdom in them.  That is because your premises are wrong from the word "Go".  You claim that Christianity is based on blind faith, but this simply is not so.  Just look at the current thread on the evidence for Jesus resurrection for evidence that Jesus was real and that he triumphed over death.  Furthermore, you say that Christians hold to their beliefs "regardless of any evidence that you may find to the contrary."  Without any evidence to support your claim, this statement is little more than an ad hominem  argument.  Mind you, I dont mean this as a personal attack.  Im merely pointing out the intellectual dishonesty behind condemning Christianity in this fashion. It would make much more sense if you could prove that all Christians do  base their belief on empty nothings, and that they do ignore all evidence to  the contrary.  Only then can you expect your attack to make sense.';3
